,Transaction_Amount,Account_Balance,IP_Address_Flag,Previous_Fraudulent_Activity,Daily_Transaction_Count,Avg_Transaction_Amount_7d,Failed_Transaction_Count_7d,Card_Age,Transaction_Distance,Is_Weekend,Transaction_Type_Bank_Transfer,Transaction_Type_Online,Transaction_Type_POS,Device_Type_Mobile,Device_Type_Tablet,Location_Mumbai,Location_New_York,Location_Sydney,Location_Tokyo,Merchant_Category_Electronics,Merchant_Category_Groceries,Merchant_Category_Restaurants,Merchant_Category_Travel,Card_Type_Discover,Card_Type_Mastercard,Card_Type_Visa,Authentication_Method_OTP,Authentication_Method_PIN,Authentication_Method_PW
12321,9.81,56946.09,0,0,2,304.32,1,181,1828.17,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
17661,18.85,94025.76,0,0,1,423.78,3,223,1016.7,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
4929,35.87,10499.29,0,0,12,359.24,1,239,4854.3,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
41826,166.56,53268.13,0,0,13,150.34,0,39,3315.54,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1
14952,270.1,83323.93,0,0,5,289.86,2,37,3185.73,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0
47971,292.0,500.48,0,0,13,236.86,2,92,21.62,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
25297,41.36,96209.85,0,1,4,413.75,3,117,1176.86,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
30228,125.15,64857.52,0,0,5,242.38,1,185,4047.69,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
6105,24.79,57165.04,0,0,14,375.13,0,120,2873.97,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0
31015,237.63,17559.46,0,0,11,12.34,3,223,1876.41,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0
13766,1.94,84872.83,0,0,5,154.28,3,193,4380.27,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
16469,325.07,74607.81,1,0,2,139.64,4,169,2150.34,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0
34243,88.22,46878.36,0,0,3,41.71,0,204,716.73,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
33691,59.65,93332.68,0,0,8,68.1,2,153,4882.12,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
46061,98.53,56054.68,0,0,7,172.54,1,88,2616.76,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0
10664,54.25,21309.15,0,0,11,106.93,4,68,540.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
44077,44.8,17495.22,0,0,13,54.33,2,62,352.52,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
47359,54.09,81088.68,0,0,1,477.83,1,109,622.46,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
36770,105.3,28475.71,0,0,3,103.48,1,132,2026.86,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
49837,2.38,15569.74,0,0,11,179.72,2,76,2218.08,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
41935,53.53,59926.11,0,0,2,482.89,2,19,2289.19,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
5837,100.4,84836.69,0,0,7,14.1,3,34,4531.1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3668,284.68,40282.74,0,0,10,174.82,3,214,492.89,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
36518,180.6,64321.87,0,0,7,356.42,1,186,4680.63,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
8519,138.48,92364.51,0,0,10,361.16,4,4,4497.03,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
24103,84.26,90838.4,0,0,10,404.3,2,38,3442.09,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
36582,26.63,90843.33,0,0,6,211.59,0,203,181.42,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
45237,32.61,57701.22,0,1,13,243.07,0,15,455.22,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
44941,8.86,720.53,0,0,13,305.53,3,38,2626.82,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
44980,102.49,73771.9,0,0,4,117.7,3,126,3698.39,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
15438,147.63,98501.68,0,0,11,359.73,0,54,1432.4,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
41742,83.03,32420.59,0,0,1,69.46,3,27,2834.65,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0
19469,312.83,54976.81,0,0,7,455.11,2,87,3476.54,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
5399,10.0,55798.91,1,0,5,300.4,0,107,3569.77,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
23169,28.91,85090.31,0,0,9,186.71,1,204,4297.12,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
48946,116.26,33269.59,0,1,5,135.43,2,181,2318.57,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
32687,88.78,76725.88,1,0,8,96.07,3,193,803.17,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0
47403,112.64,34014.89,0,0,2,322.72,3,159,4559.36,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0
6568,108.25,59781.26,0,0,9,374.46,2,20,2186.06,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
31997,34.01,97983.83,0,1,14,463.21,4,35,4499.14,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0
12558,48.28,82849.75,0,0,12,177.59,3,229,4835.85,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
33103,83.82,83424.65,0,0,3,165.66,4,165,1432.16,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
30234,158.63,97591.89,0,0,11,66.91,1,142,4596.99,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
42407,22.97,20459.23,0,0,5,434.57,0,236,509.92,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0
48640,165.9,73646.7,0,0,13,151.99,4,130,3427.71,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
19810,59.76,71776.43,0,0,6,406.81,3,112,2410.34,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0
3099,84.27,21015.81,0,0,7,170.28,1,73,1523.62,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
43192,20.89,77109.57,0,1,11,292.39,1,84,2366.21,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
6242,4.35,63211.56,0,0,14,367.44,4,197,2797.29,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
44813,165.17,689.57,0,0,8,42.2,0,137,2692.81,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0
6050,175.29,55113.44,0,0,2,52.93,0,229,3372.09,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
20332,65.43,13875.63,0,1,11,350.95,0,167,2507.74,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
47050,118.2,95140.46,0,0,6,35.51,1,137,2299.28,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
3581,190.51,8047.73,0,0,10,141.48,3,105,796.95,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
9071,140.57,62715.39,0,0,7,59.31,4,30,3987.31,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0
843,28.54,6037.14,0,0,2,286.38,4,42,4259.87,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1
38800,70.11,91799.16,1,0,4,347.88,4,213,1652.66,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
19269,5.82,73011.55,0,0,7,103.96,0,171,3370.7,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
33353,69.74,22860.08,0,0,3,167.52,3,123,3918.59,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
37047,56.93,89500.75,0,0,1,177.35,0,133,856.49,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0
24409,7.48,5036.43,0,1,4,444.67,2,39,1680.07,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
15755,134.62,55609.25,0,1,10,239.54,0,91,4857.11,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
26973,29.53,35426.01,0,0,8,146.45,2,115,1823.31,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0
40622,19.82,10201.35,0,0,10,353.7,0,55,3558.49,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
37620,270.14,84103.13,0,0,9,30.86,1,194,4103.09,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0
25697,45.4,19818.85,0,0,2,340.01,3,159,934.16,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
39497,46.85,62510.42,0,0,10,236.17,4,110,202.42,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
16715,35.12,2845.18,0,0,10,219.91,4,68,2303.96,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
46013,4.43,52382.05,0,0,6,130.8,3,126,776.13,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
39177,153.58,59694.27,0,0,3,287.66,1,188,1769.66,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
45685,145.99,94214.63,0,0,3,493.98,2,38,3748.75,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
15849,73.55,71806.87,0,0,9,124.54,2,203,4302.64,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1
22585,36.82,34861.41,0,1,5,307.27,4,226,518.29,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
35329,26.58,37011.52,0,0,2,460.98,3,76,4152.01,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
45663,44.39,76832.85,0,1,13,163.57,0,34,2631.51,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0
12412,182.75,10104.6,0,0,5,37.91,4,110,3963.33,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
9558,348.37,600.91,0,0,11,378.71,4,166,389.4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
29232,4.31,35295.22,1,0,9,27.55,0,148,4224.72,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
15085,134.09,51269.74,0,0,1,93.94,4,42,4710.96,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
49381,153.23,76450.14,0,0,1,57.28,0,95,3510.16,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
5687,180.43,32267.97,0,1,7,99.87,1,201,1733.66,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
38302,13.32,49636.36,0,0,7,152.07,1,158,3481.21,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
18567,152.47,9821.24,0,1,12,393.72,1,215,2829.01,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
3911,168.53,85704.63,0,0,13,22.67,2,8,2632.82,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
22855,77.56,92462.03,0,0,10,408.34,3,179,3440.5,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1
12498,471.13,45470.58,0,0,8,230.69,4,23,2809.43,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
48114,67.64,64917.32,0,0,4,235.06,2,60,2241.06,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
29514,136.42,50472.87,0,0,4,249.11,2,60,1919.29,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
20916,32.25,701.54,0,0,10,471.8,0,167,2279.22,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
39083,204.27,21842.51,0,0,10,255.88,2,180,3816.0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0
35454,22.86,74179.13,0,0,6,280.96,2,201,0.47,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
20031,31.28,79596.55,0,0,6,76.93,0,104,1505.22,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
15624,472.27,70348.37,0,0,6,427.53,4,99,4461.98,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
41044,143.19,91350.26,0,0,10,138.55,3,77,4447.6,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
22451,155.69,56479.26,0,0,1,337.83,3,63,4624.45,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
119,263.59,98730.52,0,1,4,79.03,1,157,4134.17,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
43549,3.2,46407.27,0,0,14,305.64,0,77,4028.61,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
21941,138.93,95839.64,0,0,2,218.43,3,126,4489.92,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0
47337,167.65,84107.43,0,0,2,90.12,4,94,1779.5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
32821,34.34,84076.94,0,1,14,287.76,3,60,479.53,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1
24239,115.16,16023.58,0,0,9,328.53,4,12,1378.58,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
26058,129.51,22520.19,0,0,12,38.93,2,163,3598.6,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0
1817,27.58,54993.89,0,0,8,443.86,1,176,4834.48,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
15207,120.47,57571.31,0,0,7,370.96,3,208,2726.5,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
13428,39.94,29293.04,0,0,11,301.88,3,138,328.22,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
28627,159.27,17771.06,0,0,2,324.6,1,22,2138.44,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
41770,6.38,83097.9,0,0,10,315.28,0,10,673.58,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
7310,70.08,76645.7,0,1,5,483.57,0,42,1354.47,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
17715,420.05,28420.42,0,0,6,94.86,2,74,4671.75,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
28187,52.79,93115.05,0,0,9,225.02,2,233,3717.71,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14783,218.74,96361.21,0,0,5,275.35,0,186,1557.5,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
9031,12.77,12731.39,0,0,9,383.04,2,213,3994.49,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
33778,111.55,74306.44,0,0,4,30.36,1,40,4451.02,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0
39126,73.58,55531.9,0,1,2,357.35,0,16,310.2,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
8953,23.86,17075.07,0,0,14,160.67,1,113,2284.07,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
18209,4.8,74409.92,0,0,8,242.34,4,120,3717.14,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
29876,177.1,85908.68,0,0,9,142.07,3,237,283.43,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
36333,195.55,87726.54,0,0,1,176.4,4,235,344.56,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
1006,125.11,88208.23,0,0,5,171.57,1,139,225.89,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0
17865,214.77,37339.0,0,0,12,131.52,1,234,2613.39,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
4630,87.3,29854.89,0,0,11,311.29,4,208,3766.16,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0
41778,2.74,9564.78,0,1,10,313.03,1,18,3916.91,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
8585,25.09,47821.69,1,0,14,262.55,3,116,2781.53,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0
35292,24.28,2452.93,0,0,12,193.57,1,106,1512.37,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4833,86.35,3062.61,0,0,10,437.06,3,199,4024.31,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
48672,9.5,6468.0,0,0,6,226.96,3,70,3615.42,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
29030,75.75,70502.06,0,0,13,495.46,4,65,2807.44,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
18879,38.93,71703.86,0,0,3,336.14,4,199,4765.94,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13361,54.4,98389.39,0,0,12,431.45,4,32,2843.09,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
32407,16.41,51369.03,0,0,5,449.23,1,108,2339.77,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
34908,20.45,6395.7,0,0,6,271.12,4,144,3413.59,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0
34724,259.62,84970.82,0,0,3,309.75,4,226,576.34,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0
935,237.29,95311.23,0,0,7,22.32,2,73,4137.37,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0
40021,30.54,97708.88,0,0,13,474.64,0,110,2348.62,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
23247,18.0,33739.35,0,0,12,209.57,2,188,19.35,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0
15535,108.7,12728.81,0,1,10,56.55,4,149,1100.7,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
28073,34.14,97057.24,0,0,13,97.27,3,4,977.28,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
27853,61.84,70157.31,0,0,10,481.56,3,211,2367.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
5174,9.27,71079.02,0,1,2,241.6,1,77,648.18,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
2505,166.13,70996.97,1,0,9,22.85,1,164,2163.34,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
9091,35.33,21025.9,0,0,1,347.31,4,72,4320.52,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
42423,87.19,78032.98,0,0,11,318.06,4,221,2222.36,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
42704,88.82,80064.13,0,0,7,494.14,2,229,4304.85,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
21616,43.69,73252.48,0,0,4,480.24,4,51,3791.7,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
11901,297.79,2357.95,0,0,6,239.59,2,52,3089.93,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0
21094,48.78,37479.9,0,0,4,81.39,3,142,2962.91,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0
21746,16.03,31319.48,0,0,1,164.32,2,100,2188.94,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
13387,4.24,20537.08,0,0,3,40.54,2,24,2114.02,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
25540,19.91,74502.18,0,0,8,295.67,3,80,2552.9,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0
17117,46.81,93029.46,0,0,3,223.92,1,16,4463.54,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0
2308,10.62,67190.97,0,0,13,86.48,2,198,190.87,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
38500,37.54,56373.48,0,0,3,442.17,4,198,758.22,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
33711,5.29,84561.1,0,0,8,139.94,1,28,4613.2,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
4632,334.24,30550.87,0,0,12,323.03,0,106,3734.16,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
15276,20.22,77041.72,0,0,4,244.51,2,217,1626.3,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0
2336,214.61,95901.0,0,0,14,424.38,3,22,291.67,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
40888,382.49,83328.37,0,1,10,49.87,0,88,330.17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
47701,250.55,87808.94,0,0,13,249.67,2,120,750.7,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
43755,147.73,11770.53,0,0,3,300.0,4,134,2169.9,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
4448,168.14,27543.99,0,0,13,85.13,4,105,1918.27,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
26680,53.55,42407.26,0,0,1,438.72,3,136,3107.21,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0
46794,99.96,51120.09,0,0,10,483.68,3,32,1487.34,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
25259,445.98,70681.74,1,0,11,317.4,1,42,2331.15,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
32580,228.79,80380.91,0,0,8,89.19,3,110,1705.43,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1
47704,61.73,3522.02,0,0,14,312.33,2,40,1456.17,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
14173,94.69,83309.61,0,0,11,104.74,4,12,1478.37,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1
18537,185.89,2728.45,0,0,12,471.14,1,4,4699.67,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
12415,59.38,84317.96,0,0,14,412.86,3,38,1088.47,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
22473,155.98,96109.79,0,0,3,220.28,2,20,4857.43,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0
7634,119.79,67629.33,0,0,11,65.82,3,47,4061.51,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0
11925,313.66,20473.33,0,0,9,345.31,0,76,4817.94,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0
2682,98.73,73707.27,0,0,12,252.79,0,117,4466.78,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
41107,30.18,49064.13,0,0,4,22.95,4,3,3920.13,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
24485,100.31,98110.97,0,0,11,204.39,1,234,4097.7,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
12338,57.02,55295.38,0,0,5,138.93,0,59,293.78,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0
37090,45.91,81314.94,0,0,14,136.96,0,122,3796.32,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
39736,46.96,33042.24,1,0,13,138.36,0,167,877.05,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
8476,27.58,48344.2,0,0,12,32.23,2,218,3581.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
27449,49.02,91946.88,0,0,1,312.2,3,85,2278.34,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
15604,24.72,9635.62,0,0,11,425.0,0,3,3947.84,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
42739,80.64,13028.79,0,0,10,110.24,4,167,1616.85,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
47839,2.93,15980.82,0,0,2,27.42,0,107,721.98,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0
31478,239.46,85365.16,0,0,8,151.37,4,55,2745.42,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
19820,485.62,63347.86,0,0,14,409.26,3,14,3153.78,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
19549,75.14,57283.64,0,0,12,41.54,1,239,4309.27,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1
21451,130.83,20689.1,0,0,12,284.14,3,19,3348.25,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
48982,110.55,72277.85,0,0,4,340.68,2,166,4218.92,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
30354,2.3,47579.43,0,0,10,471.77,1,217,3210.68,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
28872,216.0,95687.89,0,0,4,202.59,4,171,1836.28,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
42162,80.84,61783.4,0,0,5,271.64,1,30,1881.21,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0
26920,166.85,6157.72,0,1,3,361.05,0,53,3586.89,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0
49233,54.84,86859.42,0,0,5,430.3,0,172,1510.39,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
9591,3.49,2172.83,0,0,14,26.58,4,154,285.07,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1
